iter	Logloss
159	0.1713635443
160	0.1711307835
161	0.1710118883
162	0.170908049
163	0.1707206012
164	0.1705390547
165	0.1702682937
166	0.170159246
167	0.1700370345
168	0.1698884669
169	0.169748678
170	0.1695241142
171	0.1693344359
172	0.1692368168
173	0.1691221779
174	0.1688966533
175	0.1687564982
176	0.1686161998
177	0.1684635634
178	0.1682609999
179	0.168098201
180	0.1679360343
181	0.1677693657
182	0.1677000208
183	0.1675423943
184	0.1674296286
185	0.1673065094
186	0.1671360672
187	0.1669817158
188	0.166835684
189	0.1666253832
190	0.1665242049
191	0.1664189184
192	0.166239579
193	0.1660839818
194	0.1659413894
195	0.1658616263
196	0.1656137582
197	0.1655310534
198	0.1653331344
199	0.1652552631
200	0.1651009371
201	0.1649534148
202	0.1647922728
203	0.1646114138
204	0.1645242299
205	0.1642910863
206	0.1640814351
207	0.1639203193
208	0.1637932869
209	0.1635604621
210	0.1634321313
211	0.1632367746
212	0.162971319
213	0.1628609775
214	0.1626613869
215	0.1624839173
216	0.1623393018
217	0.1621058198
218	0.1618648904
219	0.1617611601
220	0.1616202536
221	0.1614513035
222	0.1613442437
223	0.1612004028
224	0.1610445045
225	0.1609405733
226	0.1606924221
227	0.1604603758
228	0.1603152907
229	0.1602381334
230	0.1601145246
231	0.1600198948
232	0.1599025934
233	0.1596953829
234	0.1596001321
235	0.1594462236
236	0.1592516533
237	0.1591694447
238	0.1590317517
239	0.1588961672
240	0.1587519761
241	0.1586138946
242	0.1584031581
243	0.1582656611
244	0.1580888993
245	0.1579877669
246	0.157839705
247	0.157697829
248	0.1575599831
249	0.1573654904
250	0.1572593239
251	0.1570814128
252	0.1568903905
253	0.1567606898
254	0.1566594703
255	0.1565374865
256	0.1563984313
257	0.1563277012
258	0.1561958918
259	0.1560955837
260	0.1559510429
261	0.1557553231
262	0.155657234
263	0.1555490872
264	0.1554788183
265	0.1553484381
266	0.1552317709
267	0.1551063287
268	0.1549412749
269	0.1548422215
270	0.1547365453
271	0.1545756714
272	0.1544736888
273	0.1544127283
274	0.1542536819
275	0.1541166223
276	0.1539669141
277	0.1538291026
278	0.1536808472
279	0.1535597106
280	0.1534106543
281	0.1532351641
282	0.1531584707
283	0.1530411518
284	0.152885241
285	0.1527249618
286	0.1525989407
287	0.1524561928
288	0.1523534862
289	0.1522258609
290	0.1521282765
291	0.1519972421
292	0.1519111492
293	0.151801922
294	0.1516975263
295	0.1515909278
296	0.1514228631
297	0.1512504109
298	0.1510965196
299	0.1508789964
300	0.1506989326
301	0.1505841789
302	0.1505012966
303	0.1504487147
304	0.1503127824
305	0.1501278345
306	0.1500635301
307	0.1499200924
308	0.1497726752
309	0.1497299943
310	0.1495806607
311	0.1494650015
312	0.1493572578
313	0.1492083335
314	0.1490669368
315	0.1489996688
316	0.1488852505
317	0.148805381
318	0.1486629812
319	0.1484646522
320	0.1482832354
321	0.1481490553
322	0.1480622136
323	0.1479877595
324	0.1478989338
325	0.1478278879
326	0.1476641212
327	0.1475009191
328	0.1473697811
329	0.1472128086
330	0.1470673227
331	0.1469808306
332	0.1468250136
333	0.1467042283
334	0.1465949445
335	0.1464526867
336	0.1463527784
337	0.1462041666
338	0.1460869404
339	0.1459926638
340	0.1458990613
341	0.1457981032
342	0.1456998863
343	0.1456078344
344	0.1454852945
345	0.1453468983
346	0.1452638386
347	0.1450614031
348	0.1449621272
349	0.1448058323
350	0.1446593644
351	0.144528696
352	0.1444428552
353	0.1443337031
354	0.1442501594
355	0.1441644781
356	0.1440603698
357	0.1439689729
358	0.1438963794
359	0.1437747466
360	0.1436675894
361	0.1435928106
362	0.1435029403
363	0.1433932138
364	0.1433008274
365	0.1431900009
366	0.1430682757
367	0.1429793962
368	0.1428339448
369	0.1427517964
370	0.1426090834
371	0.1425410776
372	0.1424201522
373	0.1423608339
374	0.1422897221
375	0.1421469636
376	0.1420784125
377	0.14198523
378	0.1418477748
379	0.141773049
380	0.1416908947
381	0.141609923
382	0.1415376206
383	0.1414597436
384	0.1413700992
385	0.1412366357
386	0.1411635974
387	0.1411146686
388	0.1410437152
389	0.1409653931
390	0.140875837
391	0.1407401545
392	0.1406886184
393	0.1406214086
394	0.1405300271
395	0.1403702844
396	0.1402811964
397	0.1401237932
398	0.1400181338
399	0.1399100241
400	0.1398442157
401	0.1397428136
402	0.1396286809
403	0.1395560221
404	0.1394712758
405	0.1394383595
406	0.1393776821
407	0.1392773256
408	0.1392126036
409	0.1391071128
410	0.1389961389
411	0.1389323401
412	0.1388843725
413	0.1388034229
414	0.1387245317
415	0.138664265
416	0.1385529786
417	0.1383873999
418	0.1382618154
419	0.1380967442
420	0.1380443104
421	0.1379366243
422	0.137869739
423	0.1377958144
424	0.1377251677
425	0.1375762746
426	0.1374838228
427	0.1373799759
428	0.1372458483
429	0.1371239533
430	0.1370379314
431	0.1369540539
432	0.1368964035
433	0.1368083794
434	0.1367327675
435	0.1366669584
436	0.1366403525
437	0.1365602187
438	0.1364990502
439	0.1364559436
440	0.1363399148
441	0.1362700205
442	0.1362213131
443	0.1361117615
444	0.1360217793
445	0.1359388719
446	0.1358522326
447	0.1357796034
448	0.1356732289
449	0.1355971693
450	0.1355262243
451	0.1354740592
452	0.1354067961
453	0.1353170092
454	0.1352467998
455	0.1352006005
456	0.1351074082
457	0.1350146696
458	0.1349420623
459	0.1348874832
460	0.1348372873
461	0.1347272316
462	0.1346714022
463	0.1346144954
464	0.1345579777
465	0.1345000267
466	0.1344236226
467	0.1343416388
468	0.1342741582
469	0.1341748045
470	0.1340982411
471	0.1340028314
472	0.1339190912
473	0.1338569114
474	0.1337630423
475	0.1336964017
476	0.1336604337
477	0.1335895586
478	0.1335402046
479	0.1334805947
480	0.1334206677
481	0.1333647076
482	0.1333434466
483	0.1332262355
484	0.1331517567
485	0.1330904209
486	0.1330159214
487	0.1329478067
488	0.1328673914
489	0.1327783674
490	0.1327552428
491	0.1326614619
492	0.1325920777
493	0.1324737547
494	0.1322692817
495	0.1321893013
496	0.1320868463
497	0.1319829217
498	0.1319275862
499	0.1318074811
500	0.1317494612
501	0.1316629226
502	0.1315679589
503	0.1314336829
504	0.1312928004
505	0.1312409508
506	0.1311622828
507	0.1311030049
508	0.1309810797
509	0.1309302114
510	0.1308473395
511	0.130758511
512	0.1306698367
513	0.1305488666
514	0.130445873
515	0.1303429271
516	0.1302744113
517	0.1302388482
518	0.130135333
519	0.1300795175
520	0.1299876518
521	0.1299322564
522	0.1298753071
523	0.1297392675
524	0.1296003744
525	0.1294898344
526	0.1294193716
527	0.1293009402
528	0.1292240407
529	0.129155492
530	0.1290887349
531	0.1290413555
532	0.1289591562
533	0.1288671784
534	0.1288153728
535	0.128759356
536	0.1286484808
537	0.128585505
538	0.1285043561
539	0.1284668924
540	0.1284045774
541	0.1282881544
542	0.1281582198
543	0.1280957048
544	0.1280455505
545	0.1279619243
546	0.1278635761
547	0.1277918813
548	0.1276891337
549	0.1276532049
550	0.1275527757
551	0.1275172495
552	0.1274627459
553	0.1274238588
554	0.1273490291
555	0.1272689317
556	0.1271823915
557	0.1270888811
558	0.1270475143
559	0.1270171742
560	0.1269489385
561	0.1268841849
562	0.1268523725
563	0.1267177298
564	0.1266434439
565	0.1266048473
566	0.1265255872
567	0.1264688458
568	0.1263679597
569	0.1262811964
570	0.1262012373
571	0.1261185248
572	0.1259969433
573	0.1258815741
574	0.1258122424
575	0.1256649853
576	0.1255915923
577	0.1255094811
578	0.1254728726
579	0.1253618592
580	0.125287115
581	0.1252617492
582	0.1252018564
583	0.1251450578
584	0.1251097903
585	0.1250927247
586	0.1250288928
587	0.1249501095
588	0.1248802042
589	0.1248066841
590	0.1246994373
591	0.124642773
592	0.1245790488
593	0.1245213803
594	0.1244648895
595	0.1244085658
596	0.1243302449
597	0.1242809253
598	0.124215475
599	0.1241261805
600	0.1240779649
601	0.1239668353
602	0.1239112389
603	0.1238319713
604	0.1237104432
605	0.1236261047
606	0.1235493537
607	0.1234687187
608	0.123437751
609	0.1233967408
610	0.1232699781
611	0.1232011213
612	0.1231337595
613	0.1230837744
614	0.123026374
615	0.1229732691
616	0.1229109097
617	0.1228324858
618	0.1227758487
619	0.1227074426
620	0.1226606123
621	0.1226244317
622	0.1225303594
623	0.1225006505
624	0.1224656895
625	0.1223883684
626	0.1223500953
627	0.1223092337
628	0.122203218
629	0.1221215915
630	0.1220372662
631	0.1220102551
632	0.1219321913
633	0.1218805264
634	0.1217885776
635	0.1216345946
636	0.1215815136
637	0.1215266213
638	0.1214840793
639	0.1214135909
640	0.1212989206
641	0.1211930867
642	0.1211428082
643	0.1211256648
644	0.1210648296
645	0.1209954545
646	0.1209357899
647	0.1209032748
648	0.1208590942
649	0.1207731582
650	0.1207208167
651	0.1206819368
652	0.1205825265
653	0.1205130491
654	0.1204080509
655	0.1203552424
656	0.1202926116
657	0.1201865019
658	0.1200744629
659	0.1200049208
660	0.1199389627
661	0.1199136864
662	0.1198493618
663	0.1198017647
664	0.1197712713
665	0.119717423
666	0.1196547923
667	0.1195591501
668	0.119511084
669	0.1194735449
670	0.1194065461
671	0.1193455065
672	0.1192234594
673	0.1191187118
674	0.1190008984
675	0.1189129299
676	0.1188176018
677	0.1186916515
678	0.1186183298
679	0.1185709518
680	0.1185172398
681	0.1184683615
682	0.118366114
683	0.1182878853
684	0.1182122493
685	0.1181493341
686	0.1180877695
687	0.1180148438
688	0.1179596151
689	0.1178727861
690	0.1178011576
691	0.1177956946
692	0.1177084674
693	0.1176095573
694	0.1175085653
695	0.1174271554
696	0.1173442723
697	0.1172787754
698	0.1172284327
699	0.1171330608
700	0.1170371896
701	0.1169350116
702	0.1168444153
703	0.1167734153
704	0.1167296188
705	0.1166634741
706	0.1166167026
707	0.1165437179
708	0.116490844
709	0.1164740527
710	0.1163307863
711	0.116263536
712	0.1161933203
713	0.1161059537
714	0.116065292
715	0.1160399884
716	0.1159798406
717	0.1158884735
718	0.1158433856
719	0.1157717764
720	0.1157002926
721	0.1156479176
722	0.1156002064
723	0.1155538208
724	0.115513896
725	0.1154672543
726	0.1154010861
727	0.1153501516
728	0.1152764119
729	0.1152151964
730	0.1151720141
731	0.115143093
732	0.1151158893
733	0.1150362071
734	0.1149597393
735	0.1149224376
736	0.1148616981
737	0.1147925612
738	0.1147521379
739	0.1147044217
740	0.1146218872
741	0.1145605876
742	0.1144821204
743	0.114439165
744	0.1143535114
745	0.1142458931
746	0.114170252
747	0.1141074199
748	0.1140662966
749	0.1140159467
750	0.1139451041
751	0.1138689397
752	0.1138179765
753	0.1137297394
754	0.1136557424
755	0.1135770272
756	0.1134947794
757	0.113448419
758	0.1134010268
759	0.1132982039
760	0.1132499969
761	0.1132264309
762	0.1131539844
763	0.1130518301
764	0.1130195691
765	0.1129568783
766	0.1128790075
767	0.1128137106
768	0.1127809598
769	0.1127339702
770	0.1126585996
771	0.1125507583
772	0.1124104443
773	0.1123495945
774	0.1122820139
775	0.1122181773
776	0.1121135758
777	0.1120669882
778	0.1120081559
779	0.1119436459
780	0.1118570599
781	0.1118452079
782	0.1117758928
783	0.1116919129
784	0.1116715193
785	0.1115919667
786	0.1115618042
787	0.1114914758
788	0.111423422
789	0.1114011455
790	0.1113280514
791	0.111265339
792	0.1112191993
793	0.1111588954
794	0.111101609
795	0.1110210359
796	0.1109690467
797	0.1109250719
798	0.1108673618
799	0.1107884139
800	0.1107449553
801	0.1107125433
802	0.1106461406
803	0.1106289408
804	0.1105862966
805	0.1105572941
806	0.1104546049
807	0.1104049329
808	0.1103669005
809	0.1103074067
810	0.1102706293
811	0.1102086331
812	0.1101931667
813	0.1100663241
814	0.1099848968
815	0.1098931743
816	0.1098428184
817	0.1098261158
818	0.1097627661
819	0.1096718911
820	0.109615507
821	0.1095608035
822	0.1095420831
823	0.1094826728
824	0.1094318865
825	0.1093912709
826	0.1093351346
827	0.1092757907
828	0.1092385392
829	0.1091747499
830	0.1090662846
831	0.1090303621
832	0.1089907266
833	0.1089162043
834	0.1087930098
835	0.1087423094
836	0.1086453936
837	0.1086083048
838	0.1085589056
839	0.1085146274
840	0.1084417796
841	0.108426
842	0.1083706267
843	0.1083242512
844	0.108277653
845	0.1082013087
846	0.1081616933
847	0.1080885753
848	0.1080443125
849	0.1079961068
850	0.1079406701
851	0.1078469682
852	0.1078093516
853	0.1077749671
854	0.1077132131
855	0.1076943893
856	0.1076545146
857	0.1076069968
858	0.1075547098
859	0.1075005233
860	0.1073525563
861	0.107288952
862	0.107224383
863	0.1071854869
864	0.1071064586
865	0.1069921263
866	0.1069103993
867	0.1068669731
868	0.106812281
869	0.1067615772
870	0.1066963597
871	0.1066390284
872	0.1066161707
873	0.1065622782
874	0.106520719
875	0.1064663583
876	0.1064061036
877	0.1063417424
878	0.1062641765
879	0.1062050404
880	0.1061704717
881	0.1061121844
882	0.1060556664
883	0.1060485384
884	0.1059611411
885	0.105900078
886	0.1058351685
887	0.1057352045
888	0.1056959982
889	0.1055973481
890	0.1055380739
891	0.1054826318
892	0.1054303132
893	0.1053844258
894	0.105314629
895	0.1052464766
896	0.1051460522
897	0.1050930011
898	0.1050657867
899	0.1050235528
900	0.1049683
901	0.1049465399
902	0.1048678773
903	0.1047818523
904	0.1047578887
905	0.1047172053
906	0.1046982289
907	0.1046423786
908	0.1046270632
909	0.1045695501
910	0.1045611045
911	0.1045113062
912	0.1044614344
913	0.1043795599
914	0.1043352002
915	0.1043089136
916	0.1042600338
917	0.1041775773
918	0.1041145757
919	0.1040746911
920	0.1040174391
921	0.1039612147
922	0.1039160127
923	0.1038506725
924	0.1037928784
925	0.103730356
926	0.1036471568
927	0.1035881929
928	0.1035345299
929	0.1034709596
930	0.103448118
931	0.1033733598
932	0.1032958873
933	0.1032304578
934	0.1031932684
935	0.1031624836
936	0.1031001742
937	0.1030694338
938	0.1030296583
939	0.102986291
940	0.1029314858
941	0.1028501702
942	0.1027886105
943	0.1027443743
944	0.102713579
945	0.1026847957
946	0.1026181625
947	0.1026066911
948	0.1025499666
949	0.1025313165
950	0.1024963459
951	0.1024263816
952	0.1023437711
953	0.1022436914
954	0.1021977601
955	0.102155978
956	0.1021144426
957	0.1020563308
958	0.1020116283
959	0.1019793839
960	0.1019241079
961	0.1018574649
962	0.1018481919
963	0.1017869378
964	0.1017523418
965	0.101685374
966	0.1016680569
967	0.1016396398
968	0.1015438052
969	0.1014888715
970	0.1014518379
971	0.1014256106
972	0.1013867028
973	0.1013485672
974	0.1012777737
975	0.1012382376
976	0.1011904832
977	0.1011215903
978	0.1010987842
979	0.101048319
980	0.1009767674
981	0.1009343244
982	0.1008768192
983	0.1008416334
984	0.1007955854
985	0.1007290438
986	0.1006729457
987	0.100629505
988	0.1005978598
989	0.1005512891
990	0.1004094929
991	0.1003546273
992	0.1003225922
993	0.1002835
994	0.1002303746
995	0.100186512
996	0.1001498588
997	0.1001084883
998	0.1000773742
999	0.1000401327
